"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"405",15,"Marquez Callaway",DEN,"WR133","9","2 out of 5 stars","-99"
"406",15,"Colt McCoy",ARI,"QB39","14","2 out of 5 stars","-118"
"407",15,"Jalen Tolbert",DAL,"WR134","7","2 out of 5 stars","-79"
"408",15,"Chris Rodriguez Jr.",WAS,"RB113","14","3 out of 5 stars","-95"
"409",15,"Anders Carlson",GB,"K37","6","5 out of 5 stars","-"
"410",15,"Mark Ingram II",FA,"RB114","-","-","-"
"411",15,"Chad Ryland",NE,"K38","11","2 out of 5 stars","-"
"412",15,"Marlon Mack",FA,"RB115","-","-","-"
"413",15,"Rex Burkhead",FA,"RB116","-","-","-"
"414",15,"Randall Cobb",NYJ,"WR135","7","3 out of 5 stars","-106"
"415",15,"Kylen Granson",IND,"TE55","11","3 out of 5 stars","-"
"416",15,"Cedrick Wilson Jr.",MIA,"WR136","10","3 out of 5 stars","-89"
"417",15,"Justin Watson",KC,"WR137","10","2 out of 5 stars","-65"
"418",15,"Joey Slye",WAS,"K39","14","4 out of 5 stars","-"
"419",15,"Kevin Harris",NE,"RB117","11","2 out of 5 stars","-59"
"420",15,"Kenny Golladay",FA,"WR138","-","-","-"
"421",15,"Kene Nwangwu",MIN,"RB118","13","5 out of 5 stars","-139"
"422",15,"Raheem Blackshear",CAR,"RB119","7","4 out of 5 stars","-97"
"423",15,"Parker Washington",JAC,"WR139","9","4 out of 5 stars","-54"
"424",15,"Peyton Hendershot",DAL,"TE56","7","3 out of 5 stars","-80"
"425",15,"Jamal Agnew",JAC,"WR140","9","4 out of 5 stars","-114"
"426",15,"Kyle Trask",TB,"QB40","5","3 out of 5 stars","-88"
"427",15,"Mike White",MIA,"QB41","10","2 out of 5 stars","-175"
"428",15,"Corey Clement",ARI,"RB120","14","3 out of 5 stars","-"
"429",15,"Dyami Brown",WAS,"WR141","14","3 out of 5 stars","-80"
"430",15,"Jordan Akins",CLE,"TE57","5","3 out of 5 stars","-84"
"431",15,"Justice Hill",BAL,"RB121","13","3 out of 5 stars","-105"
"432",15,"Jalen Guyton",LAC,"WR142","5","3 out of 5 stars","-89"
"433",15,"Craig Reynolds",DET,"RB122","9","5 out of 5 stars","-41"
"434",15,"Travis Homer",CHI,"RB123","13","5 out of 5 stars","-"
"435",15,"Trent Sherfield",BUF,"WR143","13","2 out of 5 stars","-189"
"436",15,"Tre'Quan Smith",NO,"WR144","11","4 out of 5 stars","-36"
"437",16,"DeAndre Carter",LV,"WR145","13","2 out of 5 stars","-"
"438",16,"Calvin Austin III",PIT,"WR146","6","3 out of 5 stars","-175"
"439",16,"Trey Palmer",TB,"WR147","5","4 out of 5 stars","-103"
"440",16,"Trey Sermon",PHI,"RB124","10","1 out of 5 stars","-151"
"441",16,"Charlie Jones",CIN,"WR148","7","4 out of 5 stars","-161"
"442",16,"Carson Wentz",FA,"QB42","-","-","-164"
"443",16,"Samori Toure",GB,"WR149","6","3 out of 5 stars","-65"
"444",16,"Jalen Reagor",MIN,"WR150","13","3 out of 5 stars","-42"
"445",16,"Tony Jones Jr.",DEN,"RB125","9","4 out of 5 stars","-"
"446",16,"Sammy Watkins",FA,"WR151","-","-","-"
"447",16,"Rico Dowdle",DAL,"RB126","7","3 out of 5 stars","-"
"448",16,"Scott Miller",ATL,"WR152","11","4 out of 5 stars","-74"
"449",16,"Brandon Bolden",LV,"RB127","13","3 out of 5 stars","-"
"450",16,"Velus Jones Jr.",CHI,"WR153","13","3 out of 5 stars","-39"
"451",16,"Keaton Mitchell",BAL,"RB128","13","3 out of 5 stars","-100"
"452",16,"Marquise Goodwin",CLE,"WR154","5","3 out of 5 stars","-145"
"453",16,"Mike Boone",HOU,"RB129","7","3 out of 5 stars","-"
"454",16,"Byron Pringle",FA,"WR155","-","-","-"
"455",16,"Brenton Strange",JAC,"TE58","9","2 out of 5 stars","-110"
"456",16,"Andy Dalton",CAR,"QB43","7","4 out of 5 stars","-"
"457",16,"Taylor Heinicke",ATL,"QB44","11","4 out of 5 stars","-64"
"458",16,"O.J. Howard",LV,"TE59","13","5 out of 5 stars","-"
"459",16,"Gary Brightwell",NYG,"RB130","13","2 out of 5 stars","-"
"460",16,"Josh Oliver",MIN,"TE60","13","3 out of 5 stars","-83"
"461",16,"Brian Hoyer",LV,"QB45","13","4 out of 5 stars","-52"
"462",16,"Caleb Huntley",ATL,"RB131","11","4 out of 5 stars","-"
"463",16,"Trenton Irwin",CIN,"WR156","7","4 out of 5 stars","-88"
"464",16,"Kyle Juszczyk",SF,"RB132","9","4 out of 5 stars","-143"
"465",16,"John Bates",WAS,"TE61","14","3 out of 5 stars","-"
"466",16,"Sony Michel",LAR,"RB133","10","3 out of 5 stars","-168"
"467",16,"Dontayvion Wicks",GB,"WR157","6","3 out of 5 stars","-"
"468",16,"Caleb Shudak",TEN,"K40","7","4 out of 5 stars","-"
"469",16,"Cameron Latu",SF,"TE62","9","3 out of 5 stars","-"
"470",16,"Hunter Long",LAR,"TE63","10","2 out of 5 stars","-"
"471",16,"Tyler Huntley",BAL,"QB46","13","3 out of 5 stars","-101"
"472",16,"Jeremy Ruckert",NYJ,"TE64","7","3 out of 5 stars","-81"
"473",16,"Bailey Zappe",NE,"QB47","11","2 out of 5 stars","-94"
"474",16,"Demetric Felton Jr.",CLE,"RB134","5","3 out of 5 stars","-"
"475",16,"Quintez Cephus",DET,"WR158","9","3 out of 5 stars","-"
"476",16,"Zack Kuntz",NYJ,"TE65","7","3 out of 5 stars","-"
"477",16,"Zane Gonzalez",SF,"K41","9","2 out of 5 stars","-"
"478",16,"Shi Smith",CAR,"WR159","7","4 out of 5 stars","-95"
"479",16,"Demarcus Robinson",LAR,"WR160","10","3 out of 5 stars","-122"
"480",16,"Colby Parkinson",SEA,"TE66","5","2 out of 5 stars","-76"
"481",16,"Clayton Tune",ARI,"QB48","14","2 out of 5 stars","-144"
"482",16,"Brock Wright",DET,"TE67","9","3 out of 5 stars","-117"
"483",16,"Mohamed Ibrahim",DET,"RB135","9","5 out of 5 stars","-"
"484",16,"Trestan Ebner",CHI,"RB136","13","5 out of 5 stars","-"
"485",16,"Jonathan Williams",WAS,"RB137","14","3 out of 5 stars","-"
"486",16,"Mike Davis",FA,"RB138","-","-","-"
"487",16,"Elliott Fry",DEN,"K42","9","2 out of 5 stars","-"
"488",16,"Hendon Hooker",DET,"QB49","9","4 out of 5 stars","-100"
"489",16,"Tiyon Evans",CAR,"RB139","7","4 out of 5 stars","-"
"490",16,"Patrick Ricard",BAL,"RB140","13","3 out of 5 stars","-"
"491",16,"Tommy Tremble",CAR,"TE68","7","3 out of 5 stars","-"
"492",16,"Reggie Gilliam",BUF,"RB141","13","2 out of 5 stars","-"
"493",16,"Josiah Deguara",GB,"TE69","6","4 out of 5 stars","-"
"494",16,"Dan Arnold",PHI,"TE70","10","2 out of 5 stars","-121"
"495",16,"C.J. Ham",MIN,"RB142","13","5 out of 5 stars","-212"
"496",16,"Jarrett Stidham",DEN,"QB50","9","4 out of 5 stars","-95"
